turbine_id,line_id,section_id,diameter,length,mass,thickness,cost_rate
  29,  C,  chain_top      ,  0.075,  137.1,    0.0, 0, 0
   1,  F,  chain_bottom   ,  0.075,   39.7,    0.0, 0, 0
  22,  E,  chain_bottom   ,  0.075,   40.6,    0.0, 0, 0
  12,  D,  chain_top      ,  0.075,  137.7,    0.0, 0, 0
  31,  C,  chain_top      ,  0.075,  133.9,    0.0, 0, 0
  40,  F,  chain_bottom   ,  0.075,   32.8,    0.0, 0, 0
  15,  C,  chain_top      ,  0.075,  133.3,    0.0, 0, 0
   7,  E,  chain_bottom   ,  0.075,   32.7,    0.0, 0, 0
  31,  D,  chain_bottom   ,  0.075,   36.0,    0.0, 0, 0
  15,  D,  chain_top      ,  0.075,  133.3,    0.0, 0, 0
  32,  C,  chain_bottom   ,  0.075,   31.0,    0.0, 0, 0
  24,  E,  chain_bottom   ,  0.075,   30.9,    0.0, 0, 0
  24,  F,  chain_bottom   ,  0.075,   30.7,    0.0, 0, 0
  32,  D,  chain_top      ,  0.075,  131.8,    0.0, 0, 0
  32,  D,  chain_bottom   ,  0.075,   31.1,    0.0, 0, 0
  32,  C,  chain_top      ,  0.075,  131.8,    0.0, 0, 0
  16,  C,  chain_top      ,  0.075,  130.6,    0.0, 0, 0
  24,  F,  chain_top      ,  0.075,  131.7,    0.0, 0, 0
  16,  C,  chain_bottom   ,  0.075,   27.8,    0.0, 0, 0
  24,  E,  chain_top      ,  0.075,  131.8,    0.0, 0, 0
  40,  E,  chain_top      ,  0.075,  132.6,    0.0, 0, 0
  40,  F,  chain_top      ,  0.075,  132.5,    0.0, 0, 0
  15,  D,  chain_bottom   ,  0.075,   34.7,    0.0, 0, 0
  15,  C,  chain_bottom   ,  0.075,   34.7,    0.0, 0, 0
  30,  D,  chain_top      ,  0.075,  135.6,    0.0, 0, 0
  14,  C,  chain_bottom   ,  0.075,   39.3,    0.0, 0, 0
   9,  D,  chain_top      ,  0.075,  136.4,    0.0, 0, 0
  23,  E,  chain_bottom   ,  0.075,   36.4,    0.0, 0, 0
  30,  D,  chain_bottom   ,  0.075,   39.8,    0.0, 0, 0
  31,  C,  chain_bottom   ,  0.075,   36.0,    0.0, 0, 0
   9,  D,  chain_bottom   ,  0.075,   41.5,    0.0, 0, 0
  10,  D,  chain_bottom   ,  0.075,   44.8,    0.0, 0, 0
  14,  D,  chain_bottom   ,  0.075,   39.3,    0.0, 0, 0
  14,  D,  chain_top      ,  0.075,  135.4,    0.0, 0, 0
  23,  E,  chain_top      ,  0.075,  134.1,    0.0, 0, 0
   7,  F,  chain_bottom   ,  0.075,   32.6,    0.0, 0, 0
   7,  F,  chain_top      ,  0.075,  132.5,    0.0, 0, 0
   7,  E,  chain_top      ,  0.075,  132.5,    0.0, 0, 0
  31,  D,  chain_top      ,  0.075,  133.9,    0.0, 0, 0
  40,  E,  chain_bottom   ,  0.075,   33.0,    0.0, 0, 0
  14,  C,  chain_top      ,  0.075,  135.4,    0.0, 0, 0
  27,  C,  chain_bottom   ,  0.075,   46.7,    0.0, 0, 0
  23,  F,  chain_bottom   ,  0.075,   36.3,    0.0, 0, 0
   6,  E,  chain_bottom   ,  0.075,   40.7,    0.0, 0, 0
   3,  E,  chain_bottom   ,  0.075,   46.4,    0.0, 0, 0
  36,  F,  chain_bottom   ,  0.075,   46.4,    0.0, 0, 0
  20,  F,  chain_top      ,  0.075,  137.9,    0.0, 0, 0
  33,  E,  chain_bottom   ,  0.075,   47.7,    0.0, 0, 0
  19,  F,  chain_top      ,  0.075,  138.4,    0.0, 0, 0
  36,  E,  chain_bottom   ,  0.075,   46.4,    0.0, 0, 0
  35,  E,  chain_bottom   ,  0.075,   47.6,    0.0, 0, 0
  18,  F,  chain_bottom   ,  0.075,   44.3,    0.0, 0, 0
  19,  E,  chain_bottom   ,  0.075,   45.5,    0.0, 0, 0
  21,  F,  chain_top      ,  0.075,  137.2,    0.0, 0, 0
  18,  E,  chain_top      ,  0.075,  137.7,    0.0, 0, 0
  37,  E,  chain_bottom   ,  0.075,   44.2,    0.0, 0, 0
  20,  E,  chain_bottom   ,  0.075,   44.7,    0.0, 0, 0
  19,  E,  chain_top      ,  0.075,  138.4,    0.0, 0, 0
  20,  E,  chain_top      ,  0.075,  138.0,    0.0, 0, 0
  22,  E,  chain_top      ,  0.075,  135.9,    0.0, 0, 0
  20,  F,  chain_bottom   ,  0.075,   44.7,    0.0, 0, 0
  36,  E,  chain_top      ,  0.075,  138.8,    0.0, 0, 0
  35,  E,  chain_top      ,  0.075,  139.5,    0.0, 0, 0
  35,  F,  chain_bottom   ,  0.075,   47.6,    0.0, 0, 0
  35,  F,  chain_top      ,  0.075,  139.5,    0.0, 0, 0
  34,  F,  chain_bottom   ,  0.075,   47.9,    0.0, 0, 0
  34,  E,  chain_bottom   ,  0.075,   47.9,    0.0, 0, 0
  33,  F,  chain_bottom   ,  0.075,   47.7,    0.0, 0, 0
  34,  E,  chain_top      ,  0.075,  139.6,    0.0, 0, 0
  34,  F,  chain_top      ,  0.075,  139.6,    0.0, 0, 0
  18,  E,  chain_bottom   ,  0.075,   44.2,    0.0, 0, 0
  36,  F,  chain_top      ,  0.075,  138.8,    0.0, 0, 0
   4,  F,  chain_bottom   ,  0.075,   46.5,    0.0, 0, 0
   3,  F,  chain_top      ,  0.075,  138.8,    0.0, 0, 0
   4,  E,  chain_top      ,  0.075,  138.9,    0.0, 0, 0
   3,  E,  chain_top      ,  0.075,  138.8,    0.0, 0, 0
   4,  F,  chain_top      ,  0.075,  138.9,    0.0, 0, 0
  33,  E,  chain_top      ,  0.075,  139.5,    0.0, 0, 0
  19,  F,  chain_bottom   ,  0.075,   45.5,    0.0, 0, 0
   4,  E,  chain_bottom   ,  0.075,   46.6,    0.0, 0, 0
  18,  F,  chain_top      ,  0.075,  137.8,    0.0, 0, 0
   3,  F,  chain_bottom   ,  0.075,   46.4,    0.0, 0, 0
   5,  F,  chain_bottom   ,  0.075,   43.4,    0.0, 0, 0
   6,  F,  chain_top      ,  0.075,  135.9,    0.0, 0, 0
   6,  F,  chain_bottom   ,  0.075,   40.6,    0.0, 0, 0
   5,  E,  chain_top      ,  0.075,  137.3,    0.0, 0, 0
   5,  E,  chain_bottom   ,  0.075,   43.3,    0.0, 0, 0
  25,  C,  chain_top      ,  0.075,  138.8,    0.0, 0, 0
  25,  D,  chain_top      ,  0.075,  138.8,    0.0, 0, 0
   6,  E,  chain_top      ,  0.075,  136.0,    0.0, 0, 0
  26,  D,  chain_top      ,  0.075,  139.2,    0.0, 0, 0
  27,  C,  chain_top      ,  0.075,  139.0,    0.0, 0, 0
  27,  D,  chain_bottom   ,  0.075,   46.7,    0.0, 0, 0
  28,  C,  chain_top      ,  0.075,  138.2,    0.0, 0, 0
  10,  C,  chain_top      ,  0.075,  138.0,    0.0, 0, 0
  25,  C,  chain_bottom   ,  0.075,   46.3,    0.0, 0, 0
  25,  D,  chain_bottom   ,  0.075,   46.4,    0.0, 0, 0
  37,  F,  chain_bottom   ,  0.075,   44.1,    0.0, 0, 0
  21,  E,  chain_top      ,  0.075,  137.2,    0.0, 0, 0
  17,  E,  chain_top      ,  0.075,  136.5,    0.0, 0, 0
  10,  C,  chain_bottom   ,  0.075,   44.8,    0.0, 0, 0
  22,  F,  chain_bottom   ,  0.075,   40.5,    0.0, 0, 0
  17,  E,  chain_bottom   ,  0.075,   41.9,    0.0, 0, 0
   5,  F,  chain_top      ,  0.075,  137.3,    0.0, 0, 0
   2,  E,  chain_top      ,  0.075,  137.8,    0.0, 0, 0
   2,  E,  chain_bottom   ,  0.075,   44.4,    0.0, 0, 0
   2,  F,  chain_bottom   ,  0.075,   44.5,    0.0, 0, 0
  37,  E,  chain_top      ,  0.075,  137.7,    0.0, 0, 0
  37,  F,  chain_top      ,  0.075,  137.6,    0.0, 0, 0
   2,  F,  chain_top      ,  0.075,  137.8,    0.0, 0, 0
  21,  F,  chain_bottom   ,  0.075,   43.1,    0.0, 0, 0
  38,  F,  chain_bottom   ,  0.075,   40.8,    0.0, 0, 0
  38,  F,  chain_top      ,  0.075,  136.0,    0.0, 0, 0
  17,  F,  chain_bottom   ,  0.075,   41.9,    0.0, 0, 0
  21,  E,  chain_bottom   ,  0.075,   43.2,    0.0, 0, 0
  17,  F,  chain_top      ,  0.075,  136.6,    0.0, 0, 0
  26,  C,  chain_bottom   ,  0.075,   47.0,    0.0, 0, 0
  26,  C,  chain_top      ,  0.075,  139.2,    0.0, 0, 0
  22,  F,  chain_top      ,  0.075,  135.9,    0.0, 0, 0
  38,  A,  chain_top      ,  0.083,  136.5,    0.0, 0, 0
  21,  B,  chain_bottom   ,  0.083,   43.4,    0.0, 0, 0
  21,  A,  chain_bottom   ,  0.083,   43.3,    0.0, 0, 0
   2,  B,  chain_top      ,  0.083,  137.6,    0.0, 0, 0
  21,  A,  chain_top      ,  0.083,  137.3,    0.0, 0, 0
   3,  B,  chain_top      ,  0.083,  138.5,    0.0, 0, 0
  17,  B,  chain_top      ,  0.083,  137.8,    0.0, 0, 0
  21,  B,  chain_top      ,  0.083,  137.3,    0.0, 0, 0
   2,  A,  chain_top      ,  0.083,  137.6,    0.0, 0, 0
  37,  B,  chain_bottom   ,  0.083,   45.0,    0.0, 0, 0
   4,  A,  chain_bottom   ,  0.083,   44.9,    0.0, 0, 0
  18,  B,  chain_bottom   ,  0.083,   45.8,    0.0, 0, 0
  20,  B,  chain_top      ,  0.083,  138.2,    0.0, 0, 0
  20,  A,  chain_top      ,  0.083,  138.2,    0.0, 0, 0
  17,  B,  chain_bottom   ,  0.083,   44.5,    0.0, 0, 0
   2,  A,  chain_bottom   ,  0.083,   44.1,    0.0, 0, 0
  37,  B,  chain_top      ,  0.083,  138.1,    0.0, 0, 0
   6,  B,  chain_top      ,  0.083,  136.2,    0.0, 0, 0
   5,  A,  chain_bottom   ,  0.083,   42.9,    0.0, 0, 0
  19,  A,  chain_top      ,  0.083,  138.7,    0.0, 0, 0
  22,  A,  chain_bottom   ,  0.083,   40.5,    0.0, 0, 0
   5,  B,  chain_bottom   ,  0.083,   42.9,    0.0, 0, 0
   6,  A,  chain_bottom   ,  0.083,   41.1,    0.0, 0, 0
   6,  B,  chain_bottom   ,  0.083,   41.2,    0.0, 0, 0
   1,  A,  chain_top      ,  0.083,  135.7,    0.0, 0, 0
   1,  A,  chain_bottom   ,  0.083,   40.0,    0.0, 0, 0
   4,  B,  chain_bottom   ,  0.083,   44.9,    0.0, 0, 0
   6,  A,  chain_top      ,  0.083,  136.2,    0.0, 0, 0
  38,  B,  chain_top      ,  0.083,  136.6,    0.0, 0, 0
   5,  B,  chain_top      ,  0.083,  137.0,    0.0, 0, 0
  38,  B,  chain_bottom   ,  0.083,   41.9,    0.0, 0, 0
  38,  A,  chain_bottom   ,  0.083,   41.8,    0.0, 0, 0
   2,  B,  chain_bottom   ,  0.083,   44.0,    0.0, 0, 0
   5,  A,  chain_top      ,  0.083,  137.0,    0.0, 0, 0
   4,  B,  chain_top      ,  0.083,  138.0,    0.0, 0, 0
  22,  A,  chain_top      ,  0.083,  135.9,    0.0, 0, 0
  19,  B,  chain_top      ,  0.083,  138.8,    0.0, 0, 0
  19,  A,  chain_bottom   ,  0.083,   46.2,    0.0, 0, 0
  17,  A,  chain_top      ,  0.083,  137.8,    0.0, 0, 0
  36,  B,  chain_bottom   ,  0.083,   47.6,    0.0, 0, 0
  35,  A,  chain_bottom   ,  0.083,   48.8,    0.0, 0, 0
  34,  B,  chain_top      ,  0.083,  140.5,    0.0, 0, 0
  33,  B,  chain_top      ,  0.083,  140.6,    0.0, 0, 0
  34,  A,  chain_top      ,  0.083,  140.5,    0.0, 0, 0
  33,  A,  chain_top      ,  0.083,  140.5,    0.0, 0, 0
  34,  A,  chain_bottom   ,  0.083,   49.5,    0.0, 0, 0
  33,  B,  chain_bottom   ,  0.083,   49.6,    0.0, 0, 0
  33,  A,  chain_bottom   ,  0.083,   49.6,    0.0, 0, 0
   8,  E,  chain_top      ,  0.083,  129.2,    0.0, 0, 0
   8,  E,  chain_bottom   ,  0.083,   23.9,    0.0, 0, 0
   8,  F,  chain_bottom   ,  0.083,   23.6,    0.0, 0, 0
  16,  D,  chain_top      ,  0.083,  130.6,    0.0, 0, 0
  16,  D,  chain_bottom   ,  0.083,   27.9,    0.0, 0, 0
   4,  A,  chain_top      ,  0.083,  138.0,    0.0, 0, 0
  35,  A,  chain_top      ,  0.083,  140.1,    0.0, 0, 0
  35,  B,  chain_top      ,  0.083,  140.2,    0.0, 0, 0
   8,  F,  chain_top      ,  0.083,  129.1,    0.0, 0, 0
  36,  A,  chain_bottom   ,  0.083,   47.5,    0.0, 0, 0
  35,  B,  chain_bottom   ,  0.083,   48.9,    0.0, 0, 0
  19,  B,  chain_bottom   ,  0.083,   46.3,    0.0, 0, 0
  18,  A,  chain_top      ,  0.083,  138.5,    0.0, 0, 0
  37,  A,  chain_top      ,  0.083,  138.1,    0.0, 0, 0
   3,  A,  chain_top      ,  0.083,  138.5,    0.0, 0, 0
  18,  A,  chain_bottom   ,  0.083,   45.8,    0.0, 0, 0
   3,  A,  chain_bottom   ,  0.083,   45.7,    0.0, 0, 0
  17,  A,  chain_bottom   ,  0.083,   44.4,    0.0, 0, 0
  20,  B,  chain_bottom   ,  0.083,   45.2,    0.0, 0, 0
  34,  B,  chain_bottom   ,  0.083,   49.5,    0.0, 0, 0
  20,  A,  chain_bottom   ,  0.083,   45.1,    0.0, 0, 0
  36,  A,  chain_top      ,  0.083,  139.4,    0.0, 0, 0
  36,  B,  chain_top      ,  0.083,  139.4,    0.0, 0, 0
  18,  B,  chain_top      ,  0.083,  138.5,    0.0, 0, 0
  37,  A,  chain_bottom   ,  0.083,   44.9,    0.0, 0, 0
   3,  B,  chain_bottom   ,  0.083,   45.7,    0.0, 0, 0
  30,  B,  chain_bottom   ,  0.098,   42.0,    0.0, 0, 0
  33,  C,  chain_top      ,  0.098,  139.9,    0.0, 0, 0
  27,  B,  chain_bottom   ,  0.098,   46.5,    0.0, 0, 0
  36,  C,  chain_top      ,  0.098,  139.7,    0.0, 0, 0
  34,  C,  chain_top      ,  0.098,  140.1,    0.0, 0, 0
  24,  D,  chain_bottom   ,  0.098,   35.4,    0.0, 0, 0
  25,  B,  chain_top      ,  0.098,  137.9,    0.0, 0, 0
  26,  B,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  35,  C,  chain_top      ,  0.098,  140.1,    0.0, 0, 0
  18,  C,  chain_bottom   ,  0.098,   43.5,    0.0, 0, 0
  21,  C,  chain_top      ,  0.098,  137.8,    0.0, 0, 0
  39,  C,  chain_bottom   ,  0.098,   40.4,    0.0, 0, 0
  29,  B,  chain_bottom   ,  0.098,   44.5,    0.0, 0, 0
  40,  D,  chain_bottom   ,  0.098,   36.6,    0.0, 0, 0
  17,  D,  chain_bottom   ,  0.098,   42.6,    0.0, 0, 0
  22,  C,  chain_bottom   ,  0.098,   42.7,    0.0, 0, 0
  19,  C,  chain_bottom   ,  0.098,   45.4,    0.0, 0, 0
  20,  C,  chain_bottom   ,  0.098,   45.7,    0.0, 0, 0
  35,  C,  chain_bottom   ,  0.098,   48.7,    0.0, 0, 0
  22,  D,  chain_top      ,  0.098,  136.9,    0.0, 0, 0
  40,  C,  chain_bottom   ,  0.098,   36.6,    0.0, 0, 0
  21,  C,  chain_bottom   ,  0.098,   44.4,    0.0, 0, 0
  23,  C,  chain_top      ,  0.098,  135.5,    0.0, 0, 0
  17,  C,  chain_bottom   ,  0.098,   42.7,    0.0, 0, 0
  23,  D,  chain_top      ,  0.098,  135.5,    0.0, 0, 0
  26,  B,  chain_bottom   ,  0.098,   45.4,    0.0, 0, 0
  38,  C,  chain_bottom   ,  0.098,   43.7,    0.0, 0, 0
  39,  D,  chain_bottom   ,  0.098,   40.4,    0.0, 0, 0
  37,  C,  chain_top      ,  0.098,  138.8,    0.0, 0, 0
  22,  C,  chain_top      ,  0.098,  136.9,    0.0, 0, 0
  25,  B,  chain_bottom   ,  0.098,   44.6,    0.0, 0, 0
  10,  B,  chain_bottom   ,  0.098,   42.2,    0.0, 0, 0
  12,  B,  chain_bottom   ,  0.098,   45.3,    0.0, 0, 0
  11,  B,  chain_top      ,  0.098,  138.2,    0.0, 0, 0
   7,  D,  chain_top      ,  0.098,  135.7,    0.0, 0, 0
   8,  C,  chain_bottom   ,  0.098,   32.8,    0.0, 0, 0
   4,  C,  chain_top      ,  0.098,  138.6,    0.0, 0, 0
   5,  C,  chain_bottom   ,  0.098,   45.3,    0.0, 0, 0
   3,  C,  chain_top      ,  0.098,  138.0,    0.0, 0, 0
   4,  C,  chain_bottom   ,  0.098,   45.9,    0.0, 0, 0
   8,  D,  chain_bottom   ,  0.098,   32.7,    0.0, 0, 0
   6,  C,  chain_bottom   ,  0.098,   43.6,    0.0, 0, 0
  19,  C,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  37,  C,  chain_bottom   ,  0.098,   46.4,    0.0, 0, 0
  38,  C,  chain_top      ,  0.098,  137.5,    0.0, 0, 0
  24,  C,  chain_top      ,  0.098,  133.6,    0.0, 0, 0
  28,  B,  chain_bottom   ,  0.098,   45.9,    0.0, 0, 0
  23,  C,  chain_bottom   ,  0.098,   39.7,    0.0, 0, 0
  27,  B,  chain_top      ,  0.098,  138.9,    0.0, 0, 0
  40,  C,  chain_top      ,  0.098,  134.2,    0.0, 0, 0
  23,  D,  chain_bottom   ,  0.098,   39.7,    0.0, 0, 0
  28,  B,  chain_top      ,  0.098,  138.6,    0.0, 0, 0
  33,  C,  chain_bottom   ,  0.098,   48.5,    0.0, 0, 0
  24,  C,  chain_bottom   ,  0.098,   35.4,    0.0, 0, 0
  39,  D,  chain_top      ,  0.098,  135.8,    0.0, 0, 0
  39,  C,  chain_top      ,  0.098,  135.9,    0.0, 0, 0
  22,  D,  chain_bottom   ,  0.098,   42.7,    0.0, 0, 0
  29,  B,  chain_top      ,  0.098,  137.8,    0.0, 0, 0
  30,  B,  chain_top      ,  0.098,  136.6,    0.0, 0, 0
  40,  D,  chain_top      ,  0.098,  134.1,    0.0, 0, 0
  20,  C,  chain_top      ,  0.098,  138.5,    0.0, 0, 0
  34,  D,  chain_bottom   ,  0.098,   48.8,    0.0, 0, 0
  34,  C,  chain_bottom   ,  0.098,   48.8,    0.0, 0, 0
   9,  A,  chain_bottom   ,  0.098,   39.6,    0.0, 0, 0
  15,  A,  chain_bottom   ,  0.098,   38.4,    0.0, 0, 0
  20,  D,  chain_top      ,  0.098,  138.5,    0.0, 0, 0
  21,  D,  chain_bottom   ,  0.098,   44.4,    0.0, 0, 0
  16,  A,  chain_top      ,  0.098,  132.4,    0.0, 0, 0
  14,  A,  chain_bottom   ,  0.098,   42.2,    0.0, 0, 0
  25,  A,  chain_top      ,  0.098,  137.9,    0.0, 0, 0
  13,  A,  chain_bottom   ,  0.098,   43.8,    0.0, 0, 0
  12,  A,  chain_bottom   ,  0.098,   45.3,    0.0, 0, 0
  13,  A,  chain_top      ,  0.098,  137.5,    0.0, 0, 0
  26,  A,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  28,  A,  chain_bottom   ,  0.098,   46.0,    0.0, 0, 0
  30,  A,  chain_bottom   ,  0.098,   42.1,    0.0, 0, 0
   9,  A,  chain_top      ,  0.098,  135.5,    0.0, 0, 0
  27,  A,  chain_bottom   ,  0.098,   46.5,    0.0, 0, 0
  10,  A,  chain_bottom   ,  0.098,   42.0,    0.0, 0, 0
  11,  A,  chain_top      ,  0.098,  138.2,    0.0, 0, 0
  14,  A,  chain_top      ,  0.098,  136.7,    0.0, 0, 0
  30,  A,  chain_top      ,  0.098,  136.7,    0.0, 0, 0
  29,  A,  chain_top      ,  0.098,  137.9,    0.0, 0, 0
  12,  A,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  11,  A,  chain_bottom   ,  0.098,   45.1,    0.0, 0, 0
  28,  A,  chain_top      ,  0.098,  138.6,    0.0, 0, 0
  29,  A,  chain_bottom   ,  0.098,   44.5,    0.0, 0, 0
  27,  A,  chain_top      ,  0.098,  138.9,    0.0, 0, 0
  25,  A,  chain_bottom   ,  0.098,   44.6,    0.0, 0, 0
  26,  A,  chain_bottom   ,  0.098,   45.4,    0.0, 0, 0
  14,  B,  chain_top      ,  0.098,  136.7,    0.0, 0, 0
  10,  A,  chain_top      ,  0.098,  136.6,    0.0, 0, 0
  24,  D,  chain_top      ,  0.098,  133.6,    0.0, 0, 0
  33,  D,  chain_top      ,  0.098,  139.9,    0.0, 0, 0
  32,  A,  chain_top      ,  0.098,  133.3,    0.0, 0, 0
  36,  C,  chain_bottom   ,  0.098,   48.0,    0.0, 0, 0
  31,  A,  chain_bottom   ,  0.098,   38.8,    0.0, 0, 0
  38,  D,  chain_bottom   ,  0.098,   43.7,    0.0, 0, 0
  36,  D,  chain_bottom   ,  0.098,   47.9,    0.0, 0, 0
   6,  D,  chain_top      ,  0.098,  137.4,    0.0, 0, 0
  35,  D,  chain_top      ,  0.098,  140.0,    0.0, 0, 0
  36,  D,  chain_top      ,  0.098,  139.6,    0.0, 0, 0
   3,  D,  chain_top      ,  0.098,  138.0,    0.0, 0, 0
  32,  A,  chain_bottom   ,  0.098,   34.7,    0.0, 0, 0
   5,  D,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  38,  D,  chain_top      ,  0.098,  137.4,    0.0, 0, 0
  35,  D,  chain_bottom   ,  0.098,   48.7,    0.0, 0, 0
   4,  D,  chain_top      ,  0.098,  138.6,    0.0, 0, 0
  18,  D,  chain_top      ,  0.098,  137.3,    0.0, 0, 0
   3,  D,  chain_bottom   ,  0.098,   44.8,    0.0, 0, 0
  33,  D,  chain_bottom   ,  0.098,   48.4,    0.0, 0, 0
   4,  D,  chain_bottom   ,  0.098,   46.0,    0.0, 0, 0
  37,  D,  chain_top      ,  0.098,  138.8,    0.0, 0, 0
   6,  D,  chain_bottom   ,  0.098,   43.7,    0.0, 0, 0
  16,  A,  chain_bottom   ,  0.098,   32.4,    0.0, 0, 0
  34,  D,  chain_top      ,  0.098,  140.1,    0.0, 0, 0
  20,  D,  chain_bottom   ,  0.098,   45.7,    0.0, 0, 0
  37,  D,  chain_bottom   ,  0.098,   46.4,    0.0, 0, 0
  19,  D,  chain_bottom   ,  0.098,   45.4,    0.0, 0, 0
  21,  D,  chain_top      ,  0.098,  137.8,    0.0, 0, 0
  31,  A,  chain_top      ,  0.098,  135.1,    0.0, 0, 0
  15,  A,  chain_top      ,  0.098,  134.9,    0.0, 0, 0
  18,  D,  chain_bottom   ,  0.098,   43.4,    0.0, 0, 0
   5,  D,  chain_bottom   ,  0.098,   45.4,    0.0, 0, 0
   7,  C,  chain_top      ,  0.098,  135.7,    0.0, 0, 0
  19,  D,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  11,  B,  chain_bottom   ,  0.098,   45.2,    0.0, 0, 0
  12,  B,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  25,  E,  chain_bottom   ,  0.098,   47.2,    0.0, 0, 0
  10,  E,  chain_top      ,  0.098,  137.0,    0.0, 0, 0
  29,  E,  chain_top      ,  0.098,  138.2,    0.0, 0, 0
  10,  E,  chain_bottom   ,  0.098,   42.8,    0.0, 0, 0
  11,  E,  chain_top      ,  0.098,  138.3,    0.0, 0, 0
  12,  E,  chain_bottom   ,  0.098,   45.2,    0.0, 0, 0
  16,  E,  chain_bottom   ,  0.098,   33.5,    0.0, 0, 0
   9,  E,  chain_bottom   ,  0.098,   41.5,    0.0, 0, 0
  28,  E,  chain_top      ,  0.098,  139.1,    0.0, 0, 0
  16,  E,  chain_top      ,  0.098,  132.8,    0.0, 0, 0
  12,  E,  chain_top      ,  0.098,  138.2,    0.0, 0, 0
  27,  E,  chain_top      ,  0.098,  139.5,    0.0, 0, 0
  30,  E,  chain_top      ,  0.098,  136.8,    0.0, 0, 0
  15,  E,  chain_top      ,  0.098,  135.0,    0.0, 0, 0
  26,  E,  chain_top      ,  0.098,  139.5,    0.0, 0, 0
  15,  E,  chain_bottom   ,  0.098,   38.6,    0.0, 0, 0
  14,  E,  chain_top      ,  0.098,  136.6,    0.0, 0, 0
  14,  E,  chain_bottom   ,  0.098,   42.0,    0.0, 0, 0
  13,  E,  chain_top      ,  0.098,  137.6,    0.0, 0, 0
  25,  E,  chain_top      ,  0.098,  139.2,    0.0, 0, 0
  13,  E,  chain_bottom   ,  0.098,   44.0,    0.0, 0, 0
  27,  E,  chain_bottom   ,  0.098,   47.7,    0.0, 0, 0
  31,  E,  chain_top      ,  0.098,  135.2,    0.0, 0, 0
  31,  E,  chain_bottom   ,  0.098,   39.0,    0.0, 0, 0
  32,  E,  chain_bottom   ,  0.098,   35.2,    0.0, 0, 0
  29,  E,  chain_bottom   ,  0.098,   45.2,    0.0, 0, 0
  30,  E,  chain_bottom   ,  0.098,   42.4,    0.0, 0, 0
  11,  E,  chain_bottom   ,  0.098,   45.3,    0.0, 0, 0
  13,  F,  chain_top      ,  0.098,  137.6,    0.0, 0, 0
   9,  E,  chain_top      ,  0.098,  136.4,    0.0, 0, 0
  32,  E,  chain_top      ,  0.098,  133.5,    0.0, 0, 0
